ID,LASTNAME,FIRSTNAME,STATE,PHONE,EMAIL,GRADYEAR,GPA,PROGRAM,NEWSLETTER
679518,Whitfield, Velia, California, (951) 555-7284, vwhitfield2@alumni.rouxacademy.com,2004,3.72, Photography, YES
337461,Mcleod, Vivienne, Alabama, (205) 555-8834, vmcleod@alumni.rouxacademy.com,2006,3.95, Photography, NO
482841,Fox, Grazyna, Virginia, (703) 555-2649, gfox@alumni.rouxacademy.com,2008,3.15, Fashion and Textile Design, YES
817198,Byrd, Fausto, California, (310) 555-6237, fbyrd@alumni.rouxacademy.com,2001,2.09, Graphic Design, NO
32518,Porter, Merri, Minnesota, (320) 555-8463, mporter2@alumni.rouxacademy.com,2006,3.26, Fine Art and Visual Culture, NO
673282,Mckee, Daria, Minnesota, (952) 555-5370, dmckee2@alumni.rouxacademy.com,2007,2.1, Photography, NO
33630,Pennington, Lucila, Tennessee, (865) 555-1575, lpennington2@alumni.rouxacademy.com,2010,3.86, Graphic Design, YES
14455,Woods, Cordell, Arkansas, (870) 555-4748, cwoods2@alumni.rouxacademy.com,2000,2.74, Graphic Design, NO
737699,Vance, Alysha, Texas, (940) 555-8046, avance3@alumni.rouxacademy.com,2000,3.73, Animation, NO
774391,Mccarty, Lulu, Indiana, (219) 555-5820, lmccarty3@alumni.rouxacademy.com,2001,2.6, Fine Art and Visual Culture, NO
440825,Mullins, Sal, New York, (518) 555-5975, smullins4@alumni.rouxacademy.com,2001,3.43, Fine Art and Visual Culture, YES
428924,Jackson, Florine, Virginia, (276) 555-2184, fjackson2@alumni.rouxacademy.com,2003,2.85, Graphic Design, NO
783075,Matthews, Minh, New Mexico, (575) 555-2697, mmatthews2@alumni.rouxacademy.com,2009,2.39, Animation, NO
17559,Newton, Russ, Mississippi, (662) 555-2853, rnewton2@alumni.rouxacademy.com,2010,2.49, Graphic Design, NO
471575,Richard, Kaci, Connecticut, (860) 555-6627, krichard2@alumni.rouxacademy.com,2002,2.55, Fine Art and Visual Culture, NO
831172,Rutledge, Miguel, North Carolina, (704) 555-8376, mrutledge2@alumni.rouxacademy.com,2007,3.88, Fine Art and Visual Culture, NO
932725,Woods, Steven, California, (424) 555-9737, swoods3@alumni.rouxacademy.com,2008,2.87, Graphic Design, YES
356351,Ruiz, Kiesha, Louisiana, (337) 555-5265, kruiz2@alumni.rouxacademy.com,2009,3.1, Graphic Design, NO
321133,Morin, Eliz, Wyoming, (307) 555-9744, emorin2@alumni.rouxacademy.com,2010,3.92, Animation, YES
902337,Nixon, Marylin, Virginia, (571) 555-2463, mnixon2@alumni.rouxacademy.com,2010,2.16, Fashion and Textile Design, NO
220372,Maddox, Tomi, Texas, (832) 555-6305, tmaddox3@alumni.rouxacademy.com,2001,2.18, Animation, NO
93438,Mcknight, Peggie, Georgia, (404) 555-8648, pmcknight2@alumni.rouxacademy.com,2011,2.15, Fine Art and Visual Culture, YES
769601,Higgins, Liane, Georgia, (404) 555-4181, lhiggins3@alumni.rouxacademy.com,2002,3.99, Fine Art and Visual Culture, YES
453837,Macias, Kayleen, Texas, (214) 555-2906, kmacias@alumni.rouxacademy.com,2009,2.28, Animation, YES
14564,Cook, Genaro, Michigan, (269) 555-9989, gcook@alumni.rouxacademy.com,2007,2.17, Fashion and Textile Design, YES
413233,Farrell, Erika, Kentucky, (502) 555-6968, efarrell@alumni.rouxacademy.com,2001,3.65, Fashion and Textile Design, YES
407421,Wilder, Ammie, Florida, (561) 555-9629, awilder@alumni.rouxacademy.com,2005,3.62, Animation, NO
897474,Cash, Gail, Illinois, (309) 555-2259, gcash2@alumni.rouxacademy.com,2000,3.49, Fashion and Textile Design, NO
926278,Kidd, Robert, Kentucky, (270) 555-3762, rkidd@alumni.rouxacademy.com,2005,2.79, Graphic Design, NO
153669,Jarvis, Brett, Texas, (940) 555-1429, bjarvis@alumni.rouxacademy.com,2002,3.2, Fashion and Textile Design, NO
951856,Ewing, Enrique, Texas, (512) 555-8353, eewing2@alumni.rouxacademy.com,2005,2.46, Animation, NO
892990,Cote, Delphine, New Jersey, (609) 555-0272, dcote@alumni.rouxacademy.com,2008,3.73, Fine Art and Visual Culture, YES
285825,Ware, Leeanne, Colorado, (720) 555-5422, lware@alumni.rouxacademy.com,2000,3.08, Fashion and Textile Design, YES
368287,Strickland, Lisha, Texas, (432) 555-8175, lstrickland2@alumni.rouxacademy.com,2002,2.25, Animation, NO
877072,Browning, Elicia, Louisiana, (504) 555-5646, ebrowning@alumni.rouxacademy.com,2003,2.08, Fine Art and Visual Culture, NO
930990,Vaughn, Bobbie, Pennsylvania, (724) 555-6069, bvaughn3@alumni.rouxacademy.com,2007,3.19, Fashion and Textile Design, YES
143871,Blanchard, Roma, Virginia, (757) 555-1986, rblanchard2@alumni.rouxacademy.com,2001,3.95, Photography, NO
520916,Jennings, Cornelia, Oklahoma, (539) 555-9830, cjennings@alumni.rouxacademy.com,2010,3.79, Fine Art and Visual Culture, YES
775389,Gardner, Jamal, Massachusetts, (781) 555-0058, jgardner2@alumni.rouxacademy.com,2011,2.66, Fine Art and Visual Culture, NO
755476,Hartman, Karine, Georgia, (404) 555-1490, khartman3@alumni.rouxacademy.com,2004,2.73, Photography, NO
657460,Frederick, Zola, Colorado, (970) 555-2019, zfrederick@alumni.rouxacademy.com,2007,2.27, Fashion and Textile Design, YES
893033,Gould, Shanti, California, (949) 555-6816, sgould3@alumni.rouxacademy.com,2001,2.27, Photography, NO
950246,Mason, Gia, Ohio, (330) 555-6370, gmason@alumni.rouxacademy.com,2003,3.43, Animation, NO
97846,Rosa, Indira, Pennsylvania, (412) 555-4531, irosa@alumni.rouxacademy.com,2007,3.85, Photography, NO
190426,Macdonald, Suzi, Virginia, (571) 555-9137, smacdonald2@alumni.rouxacademy.com,2007,2.59, Animation, YES
394458,William, Charise, Minnesota, (651) 555-2440, cwilliam3@alumni.rouxacademy.com,2007,2.02, Fashion and Textile Design, YES
973861,Dennis, Jerilyn, Florida, (863) 555-5270, jdennis2@alumni.rouxacademy.com,2003,3.63, Fashion and Textile Design, NO
719649,Hatfield, Leona, Washington, (253) 555-0922, lhatfield3@alumni.rouxacademy.com,2011,3.63, Fine Art and Visual Culture, NO
819815,Crawford, Giselle, Pennsylvania, (814) 555-8038, gcrawford2@alumni.rouxacademy.com,2010,3.8, Photography, NO
575990,Bray, Edythe, Maine, (207) 555-1561, ebray@alumni.rouxacademy.com,2011,2.4, Fine Art and Visual Culture, YES
874072,Beasley, Lashaunda, Texas, (713) 555-8382, lbeasley3@alumni.rouxacademy.com,2010,3.69, Photography, YES
850664,Wilcox, Marlene, California, (747) 555-7762, mwilcox2@alumni.rouxacademy.com,2002,3.58, Fashion and Textile Design, YES
272866,Hicks, Shannon, Georgia, (678) 555-0859, shicks2@alumni.rouxacademy.com,2005,2.36, Fashion and Textile Design, NO
412499,Vinson, Tobias, Mississippi, (228) 555-5143, tvinson@alumni.rouxacademy.com,2000,3, Fashion and Textile Design, YES
226497,Larson, Cortez, California, (510) 555-0267, clarson4@alumni.rouxacademy.com,2003,2.15, Fine Art and Visual Culture, NO
242279,Harris, Scott, Michigan, (248) 555-7350, sharris2@alumni.rouxacademy.com,2005,2.34, Fine Art and Visual Culture, YES
727162,Macdonald, Juan, Michigan, (989) 555-6250, jmacdonald2@alumni.rouxacademy.com,2006,2.31, Photography, YES
304561,Williams, Zonia, North Carolina, (980) 555-2435, zwilliams@alumni.rouxacademy.com,2011,2.99, Photography, NO
42203,Hodges, Crysta, Texas, (832) 555-1382, chodges@alumni.rouxacademy.com,2006,2.8, Fashion and Textile Design, NO
488698,Cannon, Sierra, Illinois, (312) 555-4131, scannon2@alumni.rouxacademy.com,2001,2.61, Animation, NO
853957,Snyder, Francine, Wisconsin, (262) 555-2865, fsnyder@alumni.rouxacademy.com,2003,3.28, Fashion and Textile Design, YES
639901,Snyder, Chia, New York, (631) 555-6875, csnyder@alumni.rouxacademy.com,2001,3.69, Fine Art and Visual Culture, YES
593796,Bartlett, Shirleen, Pennsylvania, (215) 555-5395, sbartlett2@alumni.rouxacademy.com,2009,3.52, Fine Art and Visual Culture, YES
652012,Lawson, Flor, Nebraska, (308) 555-6531, flawson@alumni.rouxacademy.com,2000,2.89, Photography, YES
32792,Petersen, Parker, Vermont, (802) 555-2395, ppetersen@alumni.rouxacademy.com,2010,2.81, Animation, YES
35378,Rutledge, Trang, Florida, (941) 555-4352, trutledge2@alumni.rouxacademy.com,2000,2.93, Graphic Design, NO
522080,Langley, Neta, California, (909) 555-2728, nlangley@alumni.rouxacademy.com,2011,2.24, Photography, YES
293365,Moses, Dolly, Indiana, (260) 555-5044, dmoses2@alumni.rouxacademy.com,2000,3.86, Graphic Design, NO
433721,Bennett, Domonique, California, (510) 555-4100, dbennett2@alumni.rouxacademy.com,2000,2.67, Fashion and Textile Design, NO
472303,Stevenson, Thomasine, Pennsylvania, (717) 555-1546, tstevenson@alumni.rouxacademy.com,2003,3.76, Animation, YES
81944,Ferrell, Penni, Tennessee, (423) 555-3849, pferrell@alumni.rouxacademy.com,2004,2.29, Animation, NO
206508,Sharpe, Mimi, Ohio, (740) 555-4152, msharpe3@alumni.rouxacademy.com,2004,3.26, Fine Art and Visual Culture, NO
941092,Jacobson, Dianna, California, (707) 555-6796, djacobson2@alumni.rouxacademy.com,2006,2.82, Photography, YES
468875,Zamora, Jinny, North Carolina, (704) 555-8218, jzamora@alumni.rouxacademy.com,2007,2.84, Graphic Design, NO
340941,Sears, Bradly, Ohio, (513) 555-8955, bsears2@alumni.rouxacademy.com,2006,3.41, Graphic Design, NO
142266,Perkins, Gaylene, California, (714) 555-5860, gperkins@alumni.rouxacademy.com,2002,2.14, Graphic Design, YES
76415,Cook, Gail, Michigan, (989) 555-5711, gcook2@alumni.rouxacademy.com,2006,3.12, Graphic Design, YES
627418,Barron, Norene, Georgia, (478) 555-9712, nbarron@alumni.rouxacademy.com,2005,3.13, Photography, YES
377312,Olsen, Theo, Texas, (361) 555-7343, tolsen3@alumni.rouxacademy.com,2005,2.42, Graphic Design, NO
360458,Henson, Rosena, Utah, (435) 555-0791, rhenson2@alumni.rouxacademy.com,2008,3.15, Photography, NO
720886,Puckett, Ara, North Dakota, (701) 555-0140, apuckett@alumni.rouxacademy.com,2006,2.31, Graphic Design, YES
978455,Sharp, Tova, Texas, (713) 555-9978, tsharp2@alumni.rouxacademy.com,2003,2.55, Photography, YES
822930,Baird, Marleen, Virginia, (276) 555-2495, mbaird3@alumni.rouxacademy.com,2011,3.68, Photography, YES
346515,Martin, Albina, New York, (585) 555-8453, amartin5@alumni.rouxacademy.com,2004,3.65, Fine Art and Visual Culture, NO
682323,Hunt, Bambi, Connecticut, (860) 555-5970, bhunt@alumni.rouxacademy.com,2001,2.72, Fine Art and Visual Culture, YES
139862,Austin, David, Texas, (512) 555-6083, daustin@alumni.rouxacademy.com,2002,2.11, Photography, NO
701004,Malone, Hassie, Florida, (850) 555-0312, hmalone2@alumni.rouxacademy.com,2009,2.87, Photography, NO
532314,Gordon, Donna, Illinois, (217) 555-8770, dgordon4@alumni.rouxacademy.com,2007,2.79, Graphic Design, YES
716225,Fischer, Willie, Kansas, (913) 555-4311, wfischer2@alumni.rouxacademy.com,2011,3.97, Fine Art and Visual Culture, NO
506372,Buchanan, Adriene, California, (530) 555-9884, abuchanan4@alumni.rouxacademy.com,2007,3.85, Animation, YES
99737,Frank, Corazon, Utah, (435) 555-7184, cfrank@alumni.rouxacademy.com,2006,2.51, Photography, NO
171985,Wiley, Tamala, Texas, (979) 555-8279, twiley2@alumni.rouxacademy.com,2009,3.28, Photography, NO
853268,Dean, Phyliss, North Carolina, (336) 555-6544, pdean@alumni.rouxacademy.com,2007,3.74, Fine Art and Visual Culture, YES
879738,Dixon, Reynaldo, Illinois, (309) 555-6878, rdixon2@alumni.rouxacademy.com,2007,2.4, Animation, YES
390015,Medina, Lasonya, Indiana, (812) 555-3366, lmedina2@alumni.rouxacademy.com,2009,2.07, Graphic Design, YES
429338,Crawford, Paulina, North Dakota, (701) 555-3850, pcrawford@alumni.rouxacademy.com,2007,2.45, Animation, YES
642734,Hoffman, Rodney, New York, (518) 555-1185, rhoffman@alumni.rouxacademy.com,2007,2.29, Graphic Design, NO
412636,Whitehead, Elois, Montana, (406) 555-6924, ewhitehead3@alumni.rouxacademy.com,2011,3.64, Fashion and Textile Design, NO
19261,Valencia, Jarrod, Colorado, (720) 555-1046, jvalencia4@alumni.rouxacademy.com,2006,3.25, Photography, NO
238381,Ayers, Janey, Utah, (435) 555-8804, jayers4@alumni.rouxacademy.com,2007,2.09, Fine Art and Visual Culture, YES
642201,Thompson, Alaina, Mississippi, (601) 555-8329, athompson3@alumni.rouxacademy.com,2011,3.64, Fashion and Textile Design, NO
8493,Marshall, Wan, Wisconsin, (608) 555-8569, wmarshall@alumni.rouxacademy.com,2005,3.7, Graphic Design, YES
81827,Adams, Barrett, Idaho, (208) 555-4399, badams2@alumni.rouxacademy.com,2002,2.79, Animation, NO
447,Lindsey, Tomi, Louisiana, (318) 555-7067, tlindsey3@alumni.rouxacademy.com,2008,2.47, Fashion and Textile Design, NO
16122,Dickerson, Douglass, Colorado, (303) 555-1165, ddickerson3@alumni.rouxacademy.com,2007,2.74, Fashion and Textile Design, NO
610449,Deleon, Richard, Pennsylvania, (610) 555-6807, rdeleon@alumni.rouxacademy.com,2010,2.25, Graphic Design, NO
363180,Galloway, Gabriel, Texas, (915) 555-1055, ggalloway2@alumni.rouxacademy.com,2001,2.6, Fashion and Textile Design, YES
470444,Mccullough, Doloris, New York, (716) 555-0916, dmccullough@alumni.rouxacademy.com,2008,3.46, Animation, YES
381321,Mcdaniel, Alvaro, Oregon, (971) 555-6504, amcdaniel2@alumni.rouxacademy.com,2007,3.54, Fashion and Textile Design, NO
696992,Salas, Solomon, Michigan, (906) 555-9501, ssalas@alumni.rouxacademy.com,2003,3, Fine Art and Visual Culture, YES
898713,Terrell, Adolfo, Nevada, (702) 555-7186, aterrell3@alumni.rouxacademy.com,2002,2.8, Fashion and Textile Design, YES
231119,Blankenship, Kyoko, Texas, (972) 555-7863, kblankenship2@alumni.rouxacademy.com,2010,3.44, Fine Art and Visual Culture, NO
24262,Guerra, Rachael, New York, (716) 555-6951, rguerra@alumni.rouxacademy.com,2007,2.84, Photography, NO
666729,Bender, Lanita, Maine, (207) 555-0824, lbender@alumni.rouxacademy.com,2005,2.3, Fashion and Textile Design, NO
338955,Alvarado, Hong, Florida, (352) 555-0532, halvarado@alumni.rouxacademy.com,2005,3.44, Fashion and Textile Design, YES
640215,Rose, Leena, California, (707) 555-4944, lrose@alumni.rouxacademy.com,2009,2.29, Fine Art and Visual Culture, YES
858311,Gaines, Scarlett, Oklahoma, (539) 555-6860, sgaines@alumni.rouxacademy.com,2009,3.51, Animation, YES
447859,Ball, Idalia, Louisiana, (337) 555-8178, iball@alumni.rouxacademy.com,2003,2.1, Animation, YES
504732,George, Pasty, Florida, (239) 555-8979, pgeorge2@alumni.rouxacademy.com,2004,2.1, Graphic Design, NO
722832,Hayes, Melia, Louisiana, (318) 555-0908, mhayes2@alumni.rouxacademy.com,2007,3.9, Photography, YES
771446,Dillon, Ruben, Kentucky, (859) 555-7399, rdillon@alumni.rouxacademy.com,2003,3.32, Fashion and Textile Design, YES
547309,Wood, Marquerite, Kentucky, (502) 555-3053, mwood2@alumni.rouxacademy.com,2008,2.57, Animation, YES
105173,Burnett, Lelah, New York, (516) 555-5948, lburnett@alumni.rouxacademy.com,2010,3.05, Animation, NO
124395,Chambers, Leonida, Minnesota, (218) 555-6573, lchambers2@alumni.rouxacademy.com,2008,3.34, Photography, NO
869838,Galloway, Bulah, Massachusetts, (857) 555-7090, bgalloway3@alumni.rouxacademy.com,2006,2.94, Graphic Design, NO
964152,Santiago, Christian, California, (951) 555-9331, csantiago4@alumni.rouxacademy.com,2002,3.12, Animation, YES
781050,Melton, Tena, California, (805) 555-5783, tmelton2@alumni.rouxacademy.com,2004,2.34, Graphic Design, NO
98036,George, Lester, Rhode Island, (401) 555-8417, lgeorge@alumni.rouxacademy.com,2009,3.44, Animation, NO
286552,Mills, Teressa, Missouri, (636) 555-9149, tmills@alumni.rouxacademy.com,2003,2.43, Animation, YES
935611,Woodard, Micheal, Tennessee, (931) 555-0963, mwoodard2@alumni.rouxacademy.com,2001,2.93, Fashion and Textile Design, NO
693802,Velez, Elliot, New York, (929) 555-9621, evelez@alumni.rouxacademy.com,2008,2.62, Photography, YES
438308,Castillo, Dreama, North Carolina, (252) 555-1403, dcastillo2@alumni.rouxacademy.com,2004,3.2, Graphic Design, YES
146762,Hoover, Kaylene, California, (661) 555-8910, khoover@alumni.rouxacademy.com,2003,3.15, Animation, YES
180569,Townsend, Debra, Oklahoma, (539) 555-3632, dtownsend@alumni.rouxacademy.com,2009,2.27, Animation, NO
192244,Sexton, Hans, North Dakota, (701) 555-2443, hsexton@alumni.rouxacademy.com,2003,2.07, Fashion and Textile Design, YES
999797,Pugh, Kristen, Michigan, (313) 555-8399, kpugh@alumni.rouxacademy.com,2008,2.38, Graphic Design, NO
577758,Melendez, Cindy, Massachusetts, (413) 555-7303, cmelendez@alumni.rouxacademy.com,2004,2.63, Fine Art and Visual Culture, NO
802525,Mccormick, Tristan, New Hampshire, (603) 555-2832, tmccormick@alumni.rouxacademy.com,2010,3.8, Animation, NO
74063,Farrell, Altha, Texas, (806) 555-0827, afarrell2@alumni.rouxacademy.com,2009,3.77, Photography, YES
791852,Daugherty, Caroyln, California, (650) 555-6881, cdaugherty2@alumni.rouxacademy.com,2002,2.28, Fine Art and Visual Culture, YES
642235,Stanley, Alvera, Virginia, (276) 555-0089, astanley@alumni.rouxacademy.com,2005,3.17, Photography, YES
629579,Greene, Aleida, Washington, (253) 555-6495, agreene2@alumni.rouxacademy.com,2002,3.95, Fashion and Textile Design, YES
929761,Malone, Anton, Wisconsin, (534) 555-1696, amalone@alumni.rouxacademy.com,2006,2.1, Fine Art and Visual Culture, YES
80617,Contreras, Juan, Texas, (469) 555-7550, jcontreras2@alumni.rouxacademy.com,2001,3.11, Photography, YES
896849,Roberson, Suzy, Georgia, (912) 555-3840, sroberson2@alumni.rouxacademy.com,2010,2.76, Fine Art and Visual Culture, NO
545311,Richmond, Bonita, Indiana, (765) 555-0683, brichmond@alumni.rouxacademy.com,2004,2.92, Fashion and Textile Design, YES
649410,Macdonald, Bethann, California, (760) 555-6741, bmacdonald2@alumni.rouxacademy.com,2004,2.74, Fine Art and Visual Culture, NO
975781,Torres, Carry, Minnesota, (507) 555-7347, ctorres2@alumni.rouxacademy.com,2008,3.15, Photography, YES
328454,Faulkner, Angila, Louisiana, (318) 555-1034, afaulkner2@alumni.rouxacademy.com,2009,3.82, Graphic Design, YES
526821,Gutierrez, Ping, Arkansas, (479) 555-9527, pgutierrez@alumni.rouxacademy.com,2003,2.67, Animation, NO
779150,Parrish, Faustino, Maryland, (443) 555-4129, fparrish@alumni.rouxacademy.com,2010,2.3, Photography, YES
432597,Sykes, Walter, Florida, (727) 555-9654, wsykes2@alumni.rouxacademy.com,2007,3.18, Fine Art and Visual Culture, NO
211284,Haley, Belkis, Georgia, (706) 555-3380, bhaley@alumni.rouxacademy.com,2003,3.02, Graphic Design, NO
176663,Munoz, Kourtney, Illinois, (630) 555-8474, kmunoz@alumni.rouxacademy.com,2002,2.99, Animation, YES
622503,Nieves, Jessi, Nebraska, (531) 555-0571, jnieves3@alumni.rouxacademy.com,2009,2.89, Graphic Design, NO
861677,Wiley, Johnson, Minnesota, (218) 555-5773, jwiley3@alumni.rouxacademy.com,2003,2.9, Graphic Design, NO
648415,Rowland, Opal, Maine, (207) 555-3352, orowland@alumni.rouxacademy.com,2002,3.08, Animation, NO
984246,Hopper, Kimber, Illinois, (312) 555-5995, khopper2@alumni.rouxacademy.com,2001,3.97, Fine Art and Visual Culture, YES
948322,Graves, Elizebeth, Connecticut, (203) 555-3811, egraves@alumni.rouxacademy.com,2004,2.13, Animation, NO
451549,Thompson, Leeanna, Massachusetts, (339) 555-3844, lthompson2@alumni.rouxacademy.com,2002,3.41, Fashion and Textile Design, YES
808168,Mack, Justin, Texas, (325) 555-8654, jmack3@alumni.rouxacademy.com,2009,3.55, Fine Art and Visual Culture, YES
740800,Burris, Jon, Maryland, (240) 555-8039, jburris3@alumni.rouxacademy.com,2005,2.57, Animation, YES
373528,Barron, Cuc, Colorado, (719) 555-4375, cbarron3@alumni.rouxacademy.com,2011,2.83, Photography, NO
382104,Sharp, Arletta, Arizona, (480) 555-8808, asharp2@alumni.rouxacademy.com,2001,3.69, Fashion and Textile Design, NO
673011,Welch, Marlana, Iowa, (563) 555-0145, mwelch2@alumni.rouxacademy.com,2010,3.7, Fine Art and Visual Culture, NO
841999,English, Raymond, Texas, (972) 555-2441, renglish@alumni.rouxacademy.com,2009,3.86, Animation, NO
251100,Kent, Candice, Massachusetts, (978) 555-3220, ckent3@alumni.rouxacademy.com,2007,3.23, Photography, YES
137162,English, Susanna, Nebraska, (531) 555-6856, senglish2@alumni.rouxacademy.com,2008,2.51, Photography, YES
300187,Pearson, Glendora, Massachusetts, (978) 555-9229, gpearson@alumni.rouxacademy.com,2008,2.1, Animation, YES
747375,Rocha, Tinisha, California, (909) 555-1255, trocha2@alumni.rouxacademy.com,2001,2.63, Fine Art and Visual Culture, YES
401263,Garrett, Tajuana, Arizona, (520) 555-0600, tgarrett2@alumni.rouxacademy.com,2007,2.8, Graphic Design, YES
368780,Weaver, Yuonne, Arizona, (623) 555-0708, yweaver@alumni.rouxacademy.com,2008,3.22, Photography, NO
564373,Moses, Jerry, Colorado, (719) 555-7236, jmoses2@alumni.rouxacademy.com,2001,2.6, Animation, NO
850921,Hickman, Alan, Wisconsin, (920) 555-3487, ahickman2@alumni.rouxacademy.com,2009,3.85, Fashion and Textile Design, NO
621985,Simpson, Michael, Massachusetts, (413) 555-2586, msimpson2@alumni.rouxacademy.com,2010,2.41, Graphic Design, NO
391818,Guzman, Candace, Pennsylvania, (878) 555-7346, cguzman@alumni.rouxacademy.com,2010,2.68, Animation, YES
425249,Lucas, Effie, Massachusetts, (413) 555-7010, elucas2@alumni.rouxacademy.com,2011,2.28, Animation, NO
50764,Velez, Lynsey, Florida, (904) 555-2673, lvelez@alumni.rouxacademy.com,2008,3.19, Graphic Design, NO
960607,Moran, Marinda, Alabama, (256) 555-7837, mmoran3@alumni.rouxacademy.com,2011,3.32, Graphic Design, NO
323142,Holmes, Cole, Pennsylvania, (814) 555-8122, cholmes4@alumni.rouxacademy.com,2001,3.32, Graphic Design, NO
219464,Merritt, Jerry, Tennessee, (731) 555-1761, jmerritt2@alumni.rouxacademy.com,2006,3.4, Graphic Design, NO
250746,Pena, Virgil, Utah, (385) 555-3977, vpena@alumni.rouxacademy.com,2008,2.07, Photography, NO
723317,Justice, Alexandria, Indiana, (219) 555-4930, ajustice2@alumni.rouxacademy.com,2005,3.4, Animation, YES
982664,Thomas, Dong, Michigan, (269) 555-2388, dthomas2@alumni.rouxacademy.com,2008,3.06, Fine Art and Visual Culture, YES
278767,Hamilton, Ronna, Kansas, (620) 555-5855, rhamilton2@alumni.rouxacademy.com,2002,2.74, Fine Art and Visual Culture, YES
237888,Odom, Mariann, Texas, (972) 555-9586, modom@alumni.rouxacademy.com,2002,2.01, Fashion and Textile Design, NO
930717,Mccoy, Hattie, Missouri, (816) 555-0480, hmccoy@alumni.rouxacademy.com,2008,2.57, Fashion and Textile Design, NO
373459,Salinas, Leonard, Pennsylvania, (570) 555-4074, lsalinas2@alumni.rouxacademy.com,2008,3.53, Fine Art and Visual Culture, NO
528619,Martin, Niki, Texas, (979) 555-6668, nmartin@alumni.rouxacademy.com,2010,3.82, Fashion and Textile Design, NO
390911,Walton, Shawnna, North Dakota, (701) 555-7992, swalton@alumni.rouxacademy.com,2006,2.28, Photography, YES
521255,Gregory, Shakira, Oklahoma, (405) 555-4943, sgregory@alumni.rouxacademy.com,2003,2.15, Photography, YES
916331,Pierce, Roberto, Oklahoma, (580) 555-7836, rpierce@alumni.rouxacademy.com,2001,3.59, Photography, NO
738197,Wagner, Amanda, Illinois, (847) 555-5078, awagner2@alumni.rouxacademy.com,2003,3.32, Animation, NO
121223,Norris, Genny, Illinois, (773) 555-2823, gnorris2@alumni.rouxacademy.com,2003,3.21, Fashion and Textile Design, YES
978743,Cain, Neil, Illinois, (773) 555-1676, ncain@alumni.rouxacademy.com,2008,2.92, Animation, NO
551888,Mathews, Cynthia, Virginia, (804) 555-8516, cmathews2@alumni.rouxacademy.com,2002,2.67, Animation, NO
825501,Gould, Erlene, New Hampshire, (603) 555-3167, egould2@alumni.rouxacademy.com,2009,3.8, Animation, YES
126239,Frye, Eleonora, North Carolina, (919) 555-2215, efrye2@alumni.rouxacademy.com,2006,3.7, Fashion and Textile Design, YES
753839,Johns, Leonarda, Pennsylvania, (814) 555-1084, ljohns2@alumni.rouxacademy.com,2007,3, Fine Art and Visual Culture, YES
657939,Larsen, Ronny, Florida, (305) 555-1590, rlarsen@alumni.rouxacademy.com,2004,2.04, Animation, YES
800732,Christian, Roselia, Pennsylvania, (610) 555-7369, rchristian2@alumni.rouxacademy.com,2001,3.61, Photography, NO
3582,Blackwell, Wilburn, Texas, (254) 555-1995, wblackwell@alumni.rouxacademy.com,2008,3.02, Animation, YES
825282,Knox, Logan, Massachusetts, (617) 555-4994, lknox2@alumni.rouxacademy.com,2007,3.98, Graphic Design, NO
595385,Miranda, Cristine, California, (626) 555-5473, cmiranda2@alumni.rouxacademy.com,2010,2.38, Animation, NO
852627,Vincent, Silas, Texas, (682) 555-7989, svincent2@alumni.rouxacademy.com,2010,2.18, Fashion and Textile Design, YES
567990,Bates, Dahlia, New York, (518) 555-6481, dbates@alumni.rouxacademy.com,2001,2.15, Fine Art and Visual Culture, NO
556717,Dennis, Barry, Nebraska, (402) 555-9012, bdennis2@alumni.rouxacademy.com,2009,2.36, Fashion and Textile Design, YES
754338,Ellison, Rosaline, North Carolina, (919) 555-6457, rellison3@alumni.rouxacademy.com,2002,2.5, Animation, NO
840648,Sherman, Mittie, Texas, (830) 555-7958, msherman3@alumni.rouxacademy.com,2010,3.43, Animation, YES
780405,Pearson, Deane, Illinois, (872) 555-2004, dpearson@alumni.rouxacademy.com,2004,2.55, Graphic Design, NO
543208,Fischer, Marylouise, Alabama, (251) 555-1781, mfischer2@alumni.rouxacademy.com,2007,3.96, Animation, YES
663111,Hartman, Ok, Massachusetts, (508) 555-8817, ohartman@alumni.rouxacademy.com,2001,3.51, Graphic Design, NO
323971,Ward, Janine, Connecticut, (860) 555-8021, jward@alumni.rouxacademy.com,2003,2.39, Photography, NO
97050,Bradley, Debora, California, (562) 555-8561, dbradley@alumni.rouxacademy.com,2009,2.48, Animation, YES
641805,Short, Porfirio, New Hampshire, (603) 555-2863, pshort@alumni.rouxacademy.com,2007,3.97, Graphic Design, NO
952230,Gross, Romaine, Ohio, (614) 555-2396, rgross2@alumni.rouxacademy.com,2011,3.9, Photography, NO
442785,Snider, Byron, Illinois, (779) 555-6799, bsnider@alumni.rouxacademy.com,2010,2.61, Photography, YES
445255,Hutchinson, Nathanial, South Carolina, (843) 555-7828, nhutchinson2@alumni.rouxacademy.com,2007,3.86, Graphic Design, YES
734850,Morgan, Chasidy, Kentucky, (859) 555-5905, cmorgan2@alumni.rouxacademy.com,2007,2.97, Fashion and Textile Design, NO
897473,George, Tena, Pennsylvania, (484) 555-2991, tgeorge@alumni.rouxacademy.com,2010,2.48, Graphic Design, NO
923292,Shepard, Sherrell, Indiana, (317) 555-8751, sshepard2@alumni.rouxacademy.com,2010,3.82, Graphic Design, YES
